title,video_id,vimeo_link,category,final_category,final_category_slug,was_overridden,was_folded_archives
Hiit Class | with Susie Q | 6/18/20,430348857,https://vimeo.com/430348857/3970f1c90e,HIIT Class Archives,HIIT,hiit,False,True
Insanity 21 | Massive Calorie Blast | with Pam | 6/17/20,430036639,https://vimeo.com/430036639/a2d2d6978d,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | THROWBACK TUESDAY - How It All Started | with Susie Q,429645993,https://vimeo.com/429645993/50ff662f56,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 6/15/20",429263641,https://vimeo.com/429263641/0ef771b967,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Yoga Flow | with Robyn | 6/15/20,429263088,https://vimeo.com/429263088/a43f862829,Yoga Flow,Yoga Flow,yoga-flow,False,False
Fiit Yoga | with Robyn | 6/15/20,429262273,https://vimeo.com/429262273/601b94c8bc,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 6/15/20,429261584,https://vimeo.com/429261584/9b0b548946,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 6/14/20,428892313,https://vimeo.com/428892313/8bb2998bfc,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 6/14/20,428891143,https://vimeo.com/428891143/b8fbc7d7ae,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | PEACE & LOVE SATURDAY | with Susie Q,428775896,https://vimeo.com/428775896/24d1f41975,HIIT Class Archives,HIIT,hiit,False,True
Ab Lab | with Emily | 6/12/20,428488273,https://vimeo.com/428488273/8edef56c6e,Ab Lab,Ab Lab,ab-lab,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 6/12/20",428478616,https://vimeo.com/428478616/ebd54358d2,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 6/12/20,428477819,https://vimeo.com/428477819/62418d382f,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Susie Q | 6/12/20,428477351,https://vimeo.com/428477351/880004788d,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse | Roll the Dice | with Coach Tammy,428096792,https://vimeo.com/428096792/570cc8f495,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 6/11/20,428096424,https://vimeo.com/428096424/f9aabcf63e,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 6/11/20,428095914,https://vimeo.com/428095914/73ddbb3d04,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse | with Tammy | Pre-Record,427744511,https://vimeo.com/427744511/07d235bf84,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Yoga Flow | with Robyn | 6/10/20,427597962,https://vimeo.com/427597962/6e9e197110,Yoga Flow,Yoga Flow,yoga-flow,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 6/10/20,427597482,https://vimeo.com/427597482/0c81b12737,HIIT 21,HIIT 21,hiit-21,False,False
Kids Fit Funhouse | ZUMBA ROUND 2 | with Tammy,427333175,https://vimeo.com/427333175/330e2a7c2d,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 6/9/20,427332317,https://vimeo.com/427332317/6e04be8bb1,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 6/9/20,427331618,https://vimeo.com/427331618/84aed4f8ac,HIIT Class Archives,HIIT,hiit,False,True
Hiit Class | with Susie Q | 6/8/20,426980486,https://vimeo.com/426980486/2276bc3916,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 6/8/20",426978653,https://vimeo.com/426978653/009f3ffbca,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 6/7/20,426712817,https://vimeo.com/426712817/2979f4196a,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 6/7/20,426712136,https://vimeo.com/426712136/05bd174057,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | YOU vs US | with Susie Q,426517705,https://vimeo.com/426517705/ab82bf8ee5,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 6/5/20,426211252,https://vimeo.com/426211252/cecb52979e,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Ab Lab | with Emily | 6/5/20,426210943,https://vimeo.com/426210943/a320a48416,Ab Lab,Ab Lab,ab-lab,False,False
Hiit Class | with Susie Q | 6/5/20,426210454,https://vimeo.com/426210454/f108eadc1e,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 6/4/20",425984428,https://vimeo.com/425984428/b59de0fcff,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Kids At Home Fit Funhouse | Ace's or Queen of Hearts | with Tammy,425691008,https://vimeo.com/425691008/bf3532a548,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 6/4/20,425689234,https://vimeo.com/425689234/a88baea83b,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 6/4/20,425686872,https://vimeo.com/425686872/a290d4d2e7,HIIT Class Archives,HIIT,hiit,False,True
Yoga Flow | with Robyn | 6/3/20,425294446,https://vimeo.com/425294446/b21abbcd4a,Yoga Flow,Yoga Flow,yoga-flow,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 6/3/20,425294003,https://vimeo.com/425294003/89678c93ce,HIIT 21,HIIT 21,hiit-21,False,False
Kids At Home Fit Funhouse | Sports Theme | with Tammy | 6/2/20,424935278,https://vimeo.com/424935278/b965acca3e,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 6/2/20,424934807,https://vimeo.com/424934807/5e51d89480,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 6/2/20,424934255,https://vimeo.com/424934255/2d96f69d38,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 6/1/20",424652955,https://vimeo.com/424652955/f27b2da9ff,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fiit Yoga | with Robyn | 6/1/20,424652707,https://vimeo.com/424652707/af035e19fc,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 6/1/20,424652308,https://vimeo.com/424652308/e8b4e04099,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 5/31/20,424406417,https://vimeo.com/424406417/5d9a067d68,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/31/20,424406147,https://vimeo.com/424406147/6ae235e5e5,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | BLOOM INTO JUNE | with Susie Q,424304232,https://vimeo.com/424304232/89277060ed,HIIT Class Archives,HIIT,hiit,False,True
Ab Lab | with Emily | 5/29/20,423848947,https://vimeo.com/423848947/158ad8978e,Ab Lab,Ab Lab,ab-lab,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/29/20",423792324,https://vimeo.com/423792324/5913dcca67,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 5/29/20,423790810,https://vimeo.com/423790810/1d8f3ed5d8,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Susie Q | 5/29/20,423790239,https://vimeo.com/423790239/54e626837b,HIIT Class Archives,HIIT,hiit,False,True
Kids Fit Funhouse | Muscle & Hussel Theme | with Tammy | 5/28/20,423575713,https://vimeo.com/423575713/7d8dfa91ec,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/28/20,423574850,https://vimeo.com/423574850/5e4f63fe4b,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 5/28/20,423574365,https://vimeo.com/423574365/0f33fa1448,HIIT Class Archives,HIIT,hiit,False,True
Yoga Flow | with Robyn | 5/27/20,423142956,https://vimeo.com/423142956/54e4aa94e8,Yoga Flow,Yoga Flow,yoga-flow,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/27/20,423139264,https://vimeo.com/423139264/dcb4cc5eec,HIIT 21,HIIT 21,hiit-21,False,False
Kids Fit Funhouse | Clean Sweep Theme | with Tammy | 5/26/20,422778555,https://vimeo.com/422778555/b26e208a14,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/26/20,422777233,https://vimeo.com/422777233/dfe73fe51d,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 5/26/20,422747934,https://vimeo.com/422747934/1a95b36020,HIIT Class Archives,HIIT,hiit,False,True
Hiit Class | MEMORIAL DAY | with Susie Q,422382800,https://vimeo.com/422382800/c690dc6bc1,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 5/24/20,422127080,https://vimeo.com/422127080/9d58bb0d9f,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/24/20,422126198,https://vimeo.com/422126198/7a69dd4b9a,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | UNITED WE SWEAT | with Susie Q,421902539,https://vimeo.com/421902539/7fb053e056,HIIT Class Archives,HIIT,hiit,False,True
Manly Monday | with Susie Q,421505270,https://vimeo.com/421505270/1cc3068528,Other/Unsorted,HIIT Upper Body,hiit-upper-body,True,False
X-Fit | with Renato The Brazilian Hercules | 5|15|20,421488204,https://vimeo.com/421488204/cda1a2d167,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/22/20",421479392,https://vimeo.com/421479392/b5116e59b3,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 5/22/20,421478864,https://vimeo.com/421478864/d7f6b6a1be,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Susie Q | 5/22/20,421478206,https://vimeo.com/421478206/c4ef0318b2,HIIT Class Archives,HIIT,hiit,False,True
Ab Lab | with Emily | 5/22/20,421472269,https://vimeo.com/421472269/79805c9ab5,Ab Lab,Ab Lab,ab-lab,False,False
HIIT Class | SEXY SATURDAY | with Susie Q,421472005,https://vimeo.com/421472005/8abe54993b,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 5/15/20,421366374,https://vimeo.com/421366374/6a08da88eb,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Kids Fit Funhouse | Stars & Stripes Theme | with Tammy | 5/21/20,420994287,https://vimeo.com/420994287/8c6adb5f7b,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/21/20,420992584,https://vimeo.com/420992584/86b9acd7bf,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 5/21/20,420992082,https://vimeo.com/420992082/1c0727b8a7,HIIT Class Archives,HIIT,hiit,False,True
Hiit | with Susie Q | 5/15/20,420872231,https://vimeo.com/420872231/7147b50386,HIIT,HIIT,hiit,False,False
Ab Lab | with Emily | 5/15/20,420851746,https://vimeo.com/420851746/2bbced2274,Ab Lab,Ab Lab,ab-lab,False,False
Yoga Flow | with Robyn | 5/20/20,420643778,https://vimeo.com/420643778/688afa1413,Yoga Flow,Yoga Flow,yoga-flow,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/20/20,420642517,https://vimeo.com/420642517/88c6b83d31,HIIT 21,HIIT 21,hiit-21,False,False
Kids Fit Funhouse | Partners Workout | with Tammy | 5/19/20,420289737,https://vimeo.com/420289737/ce79181e8f,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/19/20,420289117,https://vimeo.com/420289117/81ee0239d9,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 5/19/20,420287825,https://vimeo.com/420287825/78763d9889,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/18/20",419820493,https://vimeo.com/419820493/51115c2e88,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fiit Yoga | with Robyn | 5/18/20,419819759,https://vimeo.com/419819759/0ab9347585,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 5/18/20,419817998,https://vimeo.com/419817998/176b580acc,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 5/17/20,419562392,https://vimeo.com/419562392/f2869d3d56,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/17/20,419558439,https://vimeo.com/419558439/1e456a0495,HIIT 21,HIIT 21,hiit-21,False,False
Kids Fit Funhouse | Red White & Blue Theme | with Coach Tammy | 5/14/20,418395893,https://vimeo.com/418395893/f38446fec9,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/14/20,418394412,https://vimeo.com/418394412/9f8d768e94,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 5/14/20,418392724,https://vimeo.com/418392724/47f34888a0,HIIT Class Archives,HIIT,hiit,False,True
Yoga Flow | with Robyn | 5/13/20,418032091,https://vimeo.com/418032091/f3dbaa9312,Yoga Flow,Yoga Flow,yoga-flow,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/13/20,418029642,https://vimeo.com/418029642/605db7b96f,HIIT 21,HIIT 21,hiit-21,False,False
Kids Fit Funhouse | Zumba Theme | with Tammy | 5/12/20,417571210,https://vimeo.com/417571210/4aa5ae425c,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/11/20,417568483,https://vimeo.com/417568483/efaa7515d1,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 5/12/20,417559591,https://vimeo.com/417559591/765cd318cd,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/11/20",417168190,https://vimeo.com/417168190/18c3e9a6d7,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fiit Yoga | with Robyn | 5/11/20,417165535,https://vimeo.com/417165535/099d4c9e03,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 5/11/20,417156410,https://vimeo.com/417156410/c0369b0890,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 5/10/20,416898751,https://vimeo.com/416898751/238dcb75e5,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/10/20,416896029,https://vimeo.com/416896029/558bee0de8,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | SLUMBER PARTY SATURDAY | with Susie Q,416669317,https://vimeo.com/416669317/c21e741c7a,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/8/20",416325905,https://vimeo.com/416325905/a2b22671e0,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 5/8/20,416324751,https://vimeo.com/416324751/9bd29654b0,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Susie Q | 5/8/20,416321166,https://vimeo.com/416321166/c41284b45e,HIIT Class Archives,HIIT,hiit,False,True
Kids Fit Funhouse | Alphabet Theme | with Coach Tammy | 5/7/20,415949055,https://vimeo.com/415949055/4405751ef5,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/7/20,415944231,https://vimeo.com/415944231/51ef94104a,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 5/7/20,415940744,https://vimeo.com/415940744/2089f4f002,HIIT Class Archives,HIIT,hiit,False,True
Yoga Flow | with Robyn | 5/6/20,415504113,https://vimeo.com/415504113/2bf250d8ea,Yoga Flow,Yoga Flow,yoga-flow,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/6/20,415502026,https://vimeo.com/415502026/9634863f91,HIIT 21,HIIT 21,hiit-21,False,False
Kids Fit Funhouse | Sidewalk Chalk Theme | with Coach Tammy | 5/5/20,415155705,https://vimeo.com/415155705/668650d4bb,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 5/5/20,415153361,https://vimeo.com/415153361/76eab4daf1,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | CINCO DE MAYO | with Susie Q,415149107,https://vimeo.com/415149107/9669888b99,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/4/20",414767444,https://vimeo.com/414767444/a882e12cc3,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fiit Yoga | with Robyn | 5/4/20,414759529,https://vimeo.com/414759529/0561e94856,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 5/4/20,414737453,https://vimeo.com/414737453/a961d4f0b1,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 5/3/20,414462804,https://vimeo.com/414462804/5983e18498,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 5/3/20,414461154,https://vimeo.com/414461154/38a25bf26c,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | SPORTS SATURDAY | with Susie Q,414249054,https://vimeo.com/414249054/0aefab9f18,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 5/1/20,414058292,https://vimeo.com/414058292,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/1/20",414039134,https://vimeo.com/414039134/7710799f6d,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 5/1/20",413946164,https://vimeo.com/413946164,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 5/1/20,413943663,https://vimeo.com/413943663/2bc853652e,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Susie Q | 5/1/20,413940680,https://vimeo.com/413940680/5a10fc5e58,HIIT Class Archives,HIIT,hiit,False,True
Kids Fit Funhouse | Thankful Thursday | with Tammy | 4/30/20,413579668,https://vimeo.com/413579668/d58271b703,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 4/30/20,413576235,https://vimeo.com/413576235/757f256e94,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 4/3020,413573740,https://vimeo.com/413573740/9d5816632b,HIIT Class Archives,HIIT,hiit,False,True
Yoga Flow | with Robyn | 4/29/20,413123365,https://vimeo.com/413123365/99f56685f2,Yoga Flow,Yoga Flow,yoga-flow,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 4/29/20,413118851,https://vimeo.com/413118851/e6eb889856,HIIT 21,HIIT 21,hiit-21,False,False
Kids Fit Funhouse | 2's Day Theme | with Tammy,412867266,https://vimeo.com/412867266/70e4e4fd2c,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 4/28/20,412800839,https://vimeo.com/412800839/20a0f7d7a2,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | Testosterone Tuesday | with Susie Q | 4/28/20,412772407,https://vimeo.com/412772407/7a85b983b7,HIIT Class Archives,HIIT,hiit,False,True
Kids Fit Funhouse | Terrific 2's Day | with Tammy | 4/28/20,412697945,https://vimeo.com/412697945/ca79cbb5ba,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 4/28/20,412696039,https://vimeo.com/412696039/5c90fde9da,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 4/28/20,412693852,https://vimeo.com/412693852/bd50102a29,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" & Alice | 4/27/20",412333289,https://vimeo.com/412333289/9b9155de83,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fiit Yoga | with Robyn | 4/27/20,412331416,https://vimeo.com/412331416/5295147fa5,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 4/27/20,412329136,https://vimeo.com/412329136/38573dc9f5,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 4/26/20,411996727,https://vimeo.com/411996727/3feec1d3dd,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 4/26/20,411993338,https://vimeo.com/411993338,HIIT 21,HIIT 21,hiit-21,False,False
Spotlight Saturday | Hiit Class | with Susie Q,411739083,https://vimeo.com/411739083/755d5da07d,Other/Unsorted,HIIT Total Body,hiit-total-body,True,False
"X-Fit | with Renato ""The Brazilian Hercules"" & Alice | 4/24/20",411405184,https://vimeo.com/411405184/c6144a1ace,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 4/24/20,411403134,https://vimeo.com/411403134/34f452b69d,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Susie Q | 4/24/20,411398032,https://vimeo.com/411398032/ce371443ae,HIIT Class Archives,HIIT,hiit,False,True
Kids Fit Funhouse | Football Theme | with Tammy | 4/23/20,410799827,https://vimeo.com/410799827/3138d0efac,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 4/23/20,410798405,https://vimeo.com/410798405/1865b468f9,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 4/23/20,410796880,https://vimeo.com/410796880/b2d911dba4,HIIT Class Archives,HIIT,hiit,False,True
Insanity 21 | with Pam | 4/22/20,410584798,https://vimeo.com/410584798/c47f47fac4,HIIT 21,HIIT 21,hiit-21,False,False
Yoga Flow | with Robyn | 4/22/20,410584411,https://vimeo.com/410584411/d06e4165d6,Yoga Flow,Yoga Flow,yoga-flow,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" & Alice | 4/17/20",410300930,https://vimeo.com/410300930,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Kids Fit Funhouse | with Tammy | 4/21/20,410003595,https://vimeo.com/410003595/c96060d052,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit as a Fighter | with Trisha | 4/21/20,410002681,https://vimeo.com/410002681/086a209ff4,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 4/21/20,409998671,https://vimeo.com/409998671/6d694e3e18,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" & Alice | 4/20/20",409787890,https://vimeo.com/409787890/ce63d60df4,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fiit Yoga | with Robyn | 4/20/20,409785308,https://vimeo.com/409785308/6e4a19534b,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 4/20/20,409780800,https://vimeo.com/409780800/1464f38d20,HIIT Class Archives,HIIT,hiit,False,True
Stretching & Recovery | with Alberto | 4/19/20,409467356,https://vimeo.com/409467356/2b0b2a3576,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 4/19/20,409464454,https://vimeo.com/409464454/507ec93b40,HIIT 21,HIIT 21,hiit-21,False,False
Suntan Saturday | Hiit Training | with Susie Q | 4/18/20,409194283,https://vimeo.com/409194283/bb7781ea98,Other/Unsorted,HIIT Total Body,hiit-total-body,True,False
The Brazilian Hercules & Alice | X-Fit | 4/17/20,408644731,https://vimeo.com/408644731,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretching & Recovery | with Alberto | 4/17/20,408643797,https://vimeo.com/408643797/2509a72a34,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
At Home | Hiit Training | with Susie Q | 4/17/20,408642549,https://vimeo.com/408642549/e61d245c21,Other/Unsorted,HIIT Total Body,hiit-total-body,True,False
Kids At Home Fit Funhouse | Basketball Theme | with Tammy,408429940,https://vimeo.com/408429940/bf7844eecb,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 4/16/20,408426961,https://vimeo.com/408426961/e92797bcde,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
At Home | Hiit Training | with Susie Q | 4/16/20,408389922,https://vimeo.com/408389922/57a8256a2a,Other/Unsorted,HIIT Total Body,hiit-total-body,True,False
